review_id,user_name,review_text,rating,thumbs_up_count,review_created_version,app_version,review_date,developer_reply,developer_reply_date,brand,platform,lang_param,country_param,scraped_at
f2994e4f-cb52-4f71-b8d7-d78c9b73a26d,Ian MacKenzie,"my wife has paid for a diamond membership for me, renewed recently but the app opens on an old basic account and there's nothing I can do about it on my redmi 10C phone",1,1,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 20:28:30,"Hello! We're aware of the issue with your diamond membership not showing in the app and have flagged it for review. Please use in-app support to share more details for further investigation. Your feedback is important, and we aim to resolve this soon!",2026-04-15 04:34:52,Chess.com,Google Play,en,us,2026-04-17 17:55:05
026826b1-a9db-4782-a11e-a4fc9318089a,Joshua Royter,"The interface has always been bad... Edit: still bad, but now with ads! Including ads for sex chat AI. Nice job on the cash grab you absolute joke of a company. USE LICHESS INSTEAD.",1,21,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 20:10:22,"Sorry for the difficulties! We are working on major server expansions to continue to optimize connectivity for our players around the world. In the meantime, if the problem persists after verifying your network connection, please visit this link for further assistance: www.chess.com/support",2025-02-17 15:55:41,Chess.com,Google Play,en,us,2026-04-17 17:55:05
2682ead7-03f1-4275-ae9f-05a32134ae55,Neeraj Agarwal,Excellent game. Can be used for improvement of chess playing. Awesome 👍,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 19:55:08,Thank you for supporting Chess.com!,2026-04-13 05:14:05,Chess.com,Google Play,en,us,2026-04-17 17:55:05
bd2ec8fd-1ad4-4f5d-80b1-d48e459c3668,BtsFanBoy James,my account always get disabled and logout idk why!!! I have never done any activity which disagrees your policy but this is not getting again again problem,1,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 19:44:25,"Please check your email inbox for a closure notice with an explanation about your Chess.com account status and how to proceed. If you haven't received a notice, please visit this link for help: www.chess.com/support",2026-04-15 04:43:30,Chess.com,Google Play,en,us,2026-04-17 17:55:05
2af31bd5-2381-4753-a057-96b41ce6debb,Om Mishra,very wall wourlds no 1 plateform,5,0,4.9.33-googleplay,4.9.33-googleplay,2026-04-11 19:33:01,We're happy you enjoy the Chess.com app. Thank you for your 5-star review!,2026-04-13 05:14:08,Chess.com,Google Play,en,us,2026-04-17 17:55:05
a4297768-7122-4ea4-9149-cd703e9ccec4,shekhar dahake,Best App ever For Play Chess ♟️,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 19:06:44,We're happy to hear that you are enjoying playing chess. Thank you for your review!,2026-04-13 05:14:08,Chess.com,Google Play,en,us,2026-04-17 17:55:05
727a9268-dfea-4f91-8af9-6d16bed9178e,Nahin,Best chess app overall!,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 19:05:39,Your support is greatly appreciated. Thank you for being a part of Chess.com!,2026-04-13 05:14:10,Chess.com,Google Play,en,us,2026-04-17 17:55:05
a2d7f6a6-0725-4df7-822c-e8edb5b47bbb,Katlego Modupo,quite often people abandon game other then that the ratings that are given are fair and easy to manage and match paring is also quite even,4,0,4.9.29-googleplay,4.9.29-googleplay,2026-04-11 17:29:37,"If a disconnection occurs or if the app is minimized, the game will end early. This is designed to prevent unnecessary waiting if a player has left the game. For more information on ""game abandonment"" as well as tips to optimize connectivity, please visit: www.chess.com/support",2026-04-14 23:27:19,Chess.com,Google Play,en,us,2026-04-17 17:55:05
e0c92e9b-a6d9-44b4-a293-b11509bb4359,Janaasvika,"I Really love this , this is very intresting while playing with opponent from other countries make the game much more intresting.",5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 17:24:15,We're glad you like the Chess.com app. Thank you for your 5 star review!,2026-04-13 05:10:51,Chess.com,Google Play,en,us,2026-04-17 17:55:05
ca99c28b-f09a-4314-a6fa-cad73bcfc9b3,Jagannath Hembram,it helps to improve my game,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 17:14:02,Thank you for your review. We are pleased to hear that you are enjoying Chess.com!,2026-04-13 05:14:00,Chess.com,Google Play,en,us,2026-04-17 17:55:05
731f716a-30a4-4080-8854-008374280894,Rupam Bhowmik,"this app is awasm , I love this app,",5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 17:10:12,Thank you for choosing Chess.com!,2026-04-13 05:13:59,Chess.com,Google Play,en,us,2026-04-17 17:55:05
98510d9d-c556-4f87-92ca-563ec1e16656,Craig Gilchrist,too many notifications a day,1,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 17:05:20,"If you experience any issues with the Chess.com app or have suggestions, please contact us! You can check our FAQ, give feedback, or reach our Support Team at: www.chess.com/support",2026-04-15 04:43:21,Chess.com,Google Play,en,us,2026-04-17 17:55:05
a8dcf0ef-86ff-4723-bc23-02ba953bf97e,Jasnaabdua,to lesrn and solve puzzles we need money,1,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 17:05:08,"Thank you for your feedback. We are looking into additional membership options for the future so that more players can benefit from our training tools, like Game Review and Lessons. Remember that there is a free trial, and we also provide seasonal discounts, so watch for in-app promotions.",2026-04-15 04:43:26,Chess.com,Google Play,en,us,2026-04-17 17:55:05
9ad4639a-5aa0-49fe-9bde-4d88705c52ab,Hudson Macasero,made me developed chess easily,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 16:59:29,Thank you for supporting Chess.com!,2026-04-13 05:13:51,Chess.com,Google Play,en,us,2026-04-17 17:55:05
ffd88da4-bbbd-434e-beaa-2e00165a4580,Ruxshona Anvarova,i love ths app,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 16:50:38,Thank you for your review. We're happy to have you on Chess.com!,2026-04-13 05:13:53,Chess.com,Google Play,en,us,2026-04-17 17:55:05
8f939daa-1e0f-48e6-9d67-dace0d55c954,Muhammad Aqil Naufal Ahmad Tarmizi,"bro when I accidentally clicked start game, I cant get out even when I click cancel. it made me lose so much rapids👎👎👎👎👎",1,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 16:45:07,"Thank you for your feedback! If a disconnection occurs or if the app is minimized, the game will end early. This is designed to prevent unnecessary waiting if a player has left the game. For more information on ""game abandonment"" and tips to optimize connectivity, please visit: www.chess.com/support",2026-04-15 04:43:13,Chess.com,Google Play,en,us,2026-04-17 17:55:05
7e649feb-f344-4233-b2e1-b767daca09e6,Yennapu Abhilash,liches gives better experience than this.. lags and bugs need to resolve,1,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 16:35:05,"We value your feedback! Our team is currently making important server improvements to enhance connectivity for players worldwide. For more information and tips on optimizing your device and network, please visit: www.chess.com/support",2026-04-15 04:43:16,Chess.com,Google Play,en,us,2026-04-17 17:55:05
4d678f27-5f36-4db8-9fa0-038c5c82afaa,Jacob Christian,Fun to play. Very educational!!!,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 16:34:57,Your support is greatly appreciated. Thank you for being a part of Chess.com!,2026-04-13 05:13:50,Chess.com,Google Play,en,us,2026-04-17 17:55:05
d5de7551-0453-4855-bcc0-198dfbd93105,Jawahar M,chess i happiest me,5,0,4.9.33-googleplay,4.9.33-googleplay,2026-04-11 16:34:17,Thank you for your 5-star rating! Players like you make Chess.com possible!,2026-04-13 05:13:47,Chess.com,Google Play,en,us,2026-04-17 17:55:05
cec621de-b6b8-4cc8-a5b9-11d1374f9068,Bagyavathi Dara,A very good game that increases your iq,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 16:13:33,Thank you for your 5-star rating! Players like you enable Chess.com!,2026-04-13 05:13:45,Chess.com,Google Play,en,us,2026-04-17 17:55:05
9925d9b0-fe74-414f-a6f9-8dfdfa24ecd5,Shalini Shalu,I can improve my skills by playing with international players . You need ad one thing in this the records of winning or losing the games of the players,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 16:09:07,"Thank you for the 5 stars! 🌟 We’re glad you're enjoying the challenge of playing against players worldwide. Regarding your suggestion, you can already view the win/loss records by visiting any player's Profile. There you’ll find their full match history! If you have trouble finding it, please contact us at: www.chess.com/support. Keep improving!♟️",2026-04-13 05:12:03,Chess.com,Google Play,en,us,2026-04-17 17:55:05
7e9d7bc2-fb93-43cd-85f0-4a5fa5e3cf62,Chantelle Mudoni,"it's amazing and you learn a lot about Chess ♟️ because you can play online with people around the whole world, making you learn new openings and chess tactics making you a better chess player.",5,0,4.9.30-googleplay,4.9.30-googleplay,2026-04-11 16:03:00,Thank you for giving us a 5-star rating! Keep enjoying great chess on Chess.com!,2026-03-31 20:33:04,Chess.com,Google Play,en,us,2026-04-17 17:55:05
4a004238-e631-445c-9501-9f1bf33cebfa,Manojachu Manojach,it's very well game.,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 15:57:08,Thank you for choosing Chess.com!,2026-04-13 05:13:34,Chess.com,Google Play,en,us,2026-04-17 17:55:05
68493533-930f-469a-9a13-2ff53f6fb5cb,Moiz Husain,Great app to learn and play chess,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 15:44:26,Thank you for your review. We're pleased to hear you're enjoying Chess.com!,2026-04-13 05:15:19,Chess.com,Google Play,en,us,2026-04-17 17:55:05
7a83be2a-7757-4be9-be0b-b611294517f7,Muthu Ajay Vishwa,it's the best for chess,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 15:20:10,Thank you for choosing Chess.com!,2026-04-13 05:13:42,Chess.com,Google Play,en,us,2026-04-17 17:55:05
b7ca8eb4-9d39-4a60-837c-2a1173f518d7,Killer Gaming Yt,best chess game to play online,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 14:56:13,Thank you for your 5-star rating! Continue enjoying great chess on Chess.com!,2026-04-13 05:13:45,Chess.com,Google Play,en,us,2026-04-17 17:55:05
36a78b1d-09b2-4483-b6b0-b5bfb4f973a5,Arti Pandey,I feel very well and I know my ratingjdjdjd,5,0,,,2026-04-11 14:36:37,Thank you for your review. We’re pleased to hear you’re enjoying Chess.com!,2026-04-13 05:13:26,Chess.com,Google Play,en,us,2026-04-17 17:55:05
875b2e84-19ed-4d7e-806c-58a975c4a908,Dolly Roy,A really good game,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 13:52:09,Thank you for your review. We're happy to have you on Chess.com!,2026-04-13 05:13:29,Chess.com,Google Play,en,us,2026-04-17 17:55:05
bdeb8414-6f8b-45e2-b1c0-5308dac5e56f,Level 8 Local Guide,best there is,5,0,4.9.22-googleplay,4.9.22-googleplay,2026-04-11 13:46:43,Thank you for your review. We're pleased to have you on Chess.com!,2026-04-13 05:13:21,Chess.com,Google Play,en,us,2026-04-17 17:55:05
121b869e-1bbc-4654-b5e8-f07a96fe056b,Harris Sibanda,more convenient,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 13:36:36,Your support is very important to us. Thank you for being a part of Chess.com!,2026-04-13 05:13:27,Chess.com,Google Play,en,us,2026-04-17 17:55:05
f53575b9-6a3f-482e-8e3d-e6345c181e3b,Doniyorbek Normurodov,abort from game,1,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 13:29:27,We appreciate your feedback and suggestions for enhancing the Chess.com app. Our aim is to provide you with a 5-star experience! Please share your thoughts or requests at: www.chess.com/support,2026-04-15 04:44:25,Chess.com,Google Play,en,us,2026-04-17 17:55:05
d0cd028c-af01-46c9-a5fd-96bdfcf2bec0,SHASHWAT SHUKLA,wow what a app very nice,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 13:18:34,We are pleased you enjoy the Chess.com app. Thank you for your 5-star review!,2026-04-13 05:13:31,Chess.com,Google Play,en,us,2026-04-17 17:55:05
657e3119-c233-480e-a484-d18b4f433a8f,Vedha,its is the not chess. com it is the goffygen chess game ok please chang the game name,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 13:06:48,We're glad you like the Chess.com app. Thank you for your 5 star review!,2026-04-13 05:13:06,Chess.com,Google Play,en,us,2026-04-17 17:55:05
a5b21c24-9c08-4af8-98cb-c5fc957de07d,Anita,i can't find my friends id to play,4,0,4.9.22-googleplay,4.9.22-googleplay,2026-04-11 13:06:47,"Thank you for your review! If you have suggestions on how to improve the Chess.com app, please share them with us. We aim for the app to earn a 5-star rating from you! You can submit feedback at: www.chess.com/support",2026-04-14 23:27:16,Chess.com,Google Play,en,us,2026-04-17 17:55:05
acb1a066-82d4-4cb9-8681-ed80d9b18e55,Hassey Xian Luke Bricenio,this game is the best game i download because it's relaxing and enjoyable,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 12:58:33,Thank you for your 5-star rating! Keep enjoying great chess on Chess.com!,2026-04-13 05:13:29,Chess.com,Google Play,en,us,2026-04-17 17:55:05
bb6dd0f1-7896-4779-b9be-fcf719ee0eb8,Vikas Eli_11,Nice game,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 12:57:48,,,Chess.com,Google Play,en,us,2026-04-17 17:55:05
af8d003a-ec54-430d-b86f-9a30c6bdd2e0,Ghie Selorio,"i have been falsely accused of cheating even though i been train by my chess coach for over 5 years. Perfecting moves, learn from every mistake i have made. And i have to start over again?, absolutely not. Im never playing chess ever again",1,0,,,2026-04-11 12:03:53,"If you are facing any issues with the Chess.com app or have suggestions for us, we are here to assist! Please visit this link for help: www.chess.com/support",2026-04-15 04:37:27,Chess.com,Google Play,en,us,2026-04-17 17:55:05
affa8d3d-fb54-4da6-856a-afe6eb38a70e,Harshit Raj,"too bad game whenever they want,they disable someone's id",1,0,4.9.27-googleplay,4.9.27-googleplay,2026-04-11 12:03:27,"Please check your email inbox for a closure notice with an explanation about your Chess.com account status and how to proceed. If you haven't received a notice, please visit this link for help: www.chess.com/support",2026-04-15 04:43:07,Chess.com,Google Play,en,us,2026-04-17 17:55:05
76f367f6-3549-471c-a521-81d116047e32,bittu boss,too good,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 11:37:41,Thank you for sharing your enthusiasm for chess on Chess.com!,2026-04-13 00:47:07,Chess.com,Google Play,en,us,2026-04-17 17:55:05
ab197f85-467a-4288-8738-a0e4d1bc9813,Jamshed Arslan,v good,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 11:36:58,Thank you for your review. We’re pleased to hear you’re enjoying Chess.com!,2026-04-12 22:01:27,Chess.com,Google Play,en,us,2026-04-17 17:55:05
7a9fbc0a-623c-4f58-b3ba-2c3299585b59,Mystic Frost,it's great,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 11:19:07,Thank you for your 5-star rating! Continue enjoying great chess on Chess.com!,2026-04-13 00:50:04,Chess.com,Google Play,en,us,2026-04-17 17:55:05
2e002013-aab4-49fc-82d0-f64e00b71dc9,MD Hemel,all futures are paid ☹️😢,1,0,4.9.30-googleplay,4.9.30-googleplay,2026-04-11 11:17:58,"Thank you for your feedback. We provide a free trial if you wish to explore great features like Lessons and Game Review. Also, watch for discounts and promotions in the app, as we have seasonal sales!",2026-04-15 04:43:03,Chess.com,Google Play,en,us,2026-04-17 17:55:05
fa56641e-6181-45ad-8a60-4ef9973ae89f,Ko Ko,အဆင်‌ပြေပါတယ်,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 11:10:00,Chess.com ကို သုံးစွဲမှုအတွက် ကျေးဇူးတင်ပါသည်!,2026-04-13 05:27:35,Chess.com,Google Play,en,us,2026-04-17 17:55:05
5148093c-e523-406c-94c2-fff225d7fe43,Omar Walid,i love chess,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 11:06:58,Your support is greatly appreciated. Thank you for being a part of Chess.com!,2026-04-13 00:50:36,Chess.com,Google Play,en,us,2026-04-17 17:55:05
c965a730-5ea0-40e0-9b01-c48259655180,Yijer Wong,I like chess,5,0,4.9.30-googleplay,4.9.30-googleplay,2026-04-11 10:13:14,We are pleased to hear that you are enjoying chess. Thank you for your review!,2026-04-13 00:50:37,Chess.com,Google Play,en,us,2026-04-17 17:55:05
97c4e0c5-3b6c-4c34-a8a2-ef0c11b158fc,Pranitha,good for beginners and also advance players too 👏,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 09:49:50,Thank you for sharing your passion for chess on Chess.com!,2026-04-13 05:27:27,Chess.com,Google Play,en,us,2026-04-17 17:55:05
642d621a-6790-4914-aa81-ebda6cc1863f,Joko Nuevas,It seems like so many players using cheats to win the game. They predicted the move so perfect based on the analysis of stockfish.,1,1,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 09:04:53,"We have the most advanced cheating detection systems in the world of chess! If you have suspect a player of cheating, please report it by tapping their avatar, which will quickly trigger further review. We immediately remove any account found to be cheating, and rating points are returned to opponents.",2026-04-15 04:38:08,Chess.com,Google Play,en,us,2026-04-17 17:55:05
0326d97f-001d-4a09-8399-93953da86dad,Corey Sweigart,I am enjoying this.,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 08:49:11,Thank you for your review. We're pleased to hear you are enjoying Chess.com!,2026-04-13 05:27:21,Chess.com,Google Play,en,us,2026-04-17 17:55:05
f461e7b5-074a-45a4-84ee-d40fa6fd7e1f,Santhi Karuppaiyan,it is nice,5,0,4.9.33-googleplay,4.9.33-googleplay,2026-04-11 08:48:51,Thank you for supporting Chess.com!,2026-04-13 05:27:28,Chess.com,Google Play,en,us,2026-04-17 17:55:05
84885012-222f-4f4c-bbee-9bee8b896f7d,Darkn3zz YT,"a little pay to learn, but it's a great way to play chess it's that simple. All you can ask for it's a chess game",5,0,4.9.15-googleplay,4.9.15-googleplay,2026-04-11 08:08:09,"Thank you for your feedback. We recognize the investment, but we genuinely believe in the value of our training tools for players dedicated to enhancing their chess skills. If you're interested in exploring everything Chess.com provides, please take advantage of the free trial!",2026-04-13 05:27:22,Chess.com,Google Play,en,us,2026-04-17 17:55:05
0c749efa-aefc-49f5-84c1-feb4596b7375,Shajitha Jabin,very good 👍😊,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 08:07:38,We are pleased you're enjoying chess. Thank you for your review!,2026-04-13 00:50:30,Chess.com,Google Play,en,us,2026-04-17 17:55:05
217b0bb2-6071-4f7e-bde9-a15d646f742a,Lisa Maharani,I love it,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 08:04:57,Thank you for your support of Chess.com!,2026-04-13 00:48:51,Chess.com,Google Play,en,us,2026-04-17 17:55:05
b3eb2c5b-5a46-4191-a850-801ba720b80a,Padma Vadde,it's fun,5,0,4.9.30-googleplay,4.9.30-googleplay,2026-04-11 07:33:03,Thank you for your 5-star rating! Players like you make Chess.com a reality!,2026-04-13 00:47:02,Chess.com,Google Play,en,us,2026-04-17 17:55:05
701e774d-b101-43c6-8c52-d759ededc386,Ian Paola,stream face to face by daft punk banger song for chess games just sayin,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 07:26:21,Thank you for your review. We’re pleased to hear you’re enjoying Chess.com!,2026-04-13 05:27:12,Chess.com,Google Play,en,us,2026-04-17 17:55:05
2f83c94a-1151-40c8-8e17-588a13b6f65c,Bhavanisuresh Bhavanisuresh,it is a good app for practice for tournament,5,0,4.9.25-googleplay,4.9.25-googleplay,2026-04-11 07:11:03,Thank you for your 5-star rating! Players like you make Chess.com possible!,2026-04-13 05:27:15,Chess.com,Google Play,en,us,2026-04-17 17:55:05
9b734aae-5c8f-43c0-a149-39d0e8ca412d,Akshit Rangra,this is the best chess I am using it since 4years,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 06:55:26,Thank you for your 5-star rating! Keep enjoying great chess on Chess.com!,2026-04-13 05:27:13,Chess.com,Google Play,en,us,2026-04-17 17:55:05
b26a2ffa-f6a7-4f05-9a7c-2e5088fab640,lakhn banjare,Nice game,5,0,4.9.33-googleplay,4.9.33-googleplay,2026-04-11 06:43:36,Thank you for your review. We're pleased to hear that you're enjoying Chess.com!,2026-04-13 00:48:46,Chess.com,Google Play,en,us,2026-04-17 17:55:05
15c26870-3528-41e4-b1b5-a4b2862e9897,Alex Raj. R,wonderful app,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 06:43:34,Your support is greatly appreciated. Thank you for being a part of Chess.com!,2026-04-13 05:27:08,Chess.com,Google Play,en,us,2026-04-17 17:55:05
634b6245-2013-4ddf-bf21-a8c821f1acc0,Zahra_hirani.07,if you want to learn chess then it's a very good option for you.. believe me and try it.. I m sure you will not regret it (sorry for grammar mistakes it's not my native language),5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 06:16:59,We're glad you like the Chess.com app. Thank you for your 5 star review!,2026-04-13 05:15:49,Chess.com,Google Play,en,us,2026-04-17 17:55:05
41218f3c-bb6b-470f-ba7b-344407c00cd3,Kavita Ayani,great great game helps with getting a peaceful time and just great no other opinion . must download 😍,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 06:08:03,We're glad you like the Chess.com app. Thank you for your 5 star review!,2026-04-13 05:15:59,Chess.com,Google Play,en,us,2026-04-17 17:55:05
a7f4d748-b5d1-4665-adeb-03838d5418e5,Maiti Magar,not draw I move 16 step not steal mate bruuuuuu I loss game,1,0,,,2026-04-11 05:21:08,"Hello! It sounds like you had an unexpected experience in the game. Please share more details about the issue through in-app support. Your feedback is important, and we aim to enhance your experience in future games!",2026-04-15 04:39:51,Chess.com,Google Play,en,us,2026-04-17 17:55:05
ad53f69a-9c59-4763-801f-8103899da4e3,Spencer Brachle,w games :) love it,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 05:18:46,Thank you for your feedback. We're pleased to have you on Chess.com!,2026-04-13 05:27:05,Chess.com,Google Play,en,us,2026-04-17 17:55:05
bf149951-0339-4dc0-a732-b9e2b07f5adc,Abhi Bhagya,Offering free review at all time,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 04:31:07,"Thank you for your feedback. On Chess.com, you can play unlimited chess against other players worldwide, and that will always be free! If you wish to enhance your chess skills with Premium, we offer a free trial, along with monthly or annual plans at three different membership levels.",2026-04-13 05:27:01,Chess.com,Google Play,en,us,2026-04-17 17:55:05
ab648f94-857c-4e58-a8a8-239546dd2cb8,Mohamed AlAlawi,"Lag problems in blitz & bullets games, games with more times are full of cheaters! unplayable",1,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 04:18:51,"Through dedicated research, we remain at the forefront of fair play, consistently aware of the latest cheating methods players employ. We can swiftly detect cheating in most cases, regardless of the technique used. For insight into our efforts, visit: www.chess.com/article/view/chesscom-update-march-2026#FairPlay",2026-04-15 04:44:22,Chess.com,Google Play,en,us,2026-04-17 17:55:05
f609b1fd-efe0-4451-9e20-9565edc16c0f,zahin,it's great but i want new couch such as Mikhail Tal and Bobby Fischer,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 04:08:30,"Thank you for the 5 stars! 🌟 That is a fantastic suggestion! Mikhail Tal and Bobby Fischer are absolute legends, and having their styles as coaches would be incredible. I’ve shared your idea with our development team for future consideration. If you have more ideas, let us know at www.chess.com/support. Enjoy your games! ♟️👹",2026-04-13 05:16:52,Chess.com,Google Play,en,us,2026-04-17 17:55:05
a9001899-f641-4b90-9ee8-98b950045783,Winston Erickson,helps me learn,5,0,4.9.31-googleplay,4.9.31-googleplay,2026-04-11 03:16:25,Thank you for your support of Chess.com!,2026-04-13 05:26:58,Chess.com,Google Play,en,us,2026-04-17 17:55:05
44567985-4274-414e-9c10-16e63e1b688d,ahsan zafar,has everything you would want in a chess app,5,0,4.9.32-googleplay,4.9.32-googleplay,2026-04-11 01:18:56,Thank you for selecting Chess.com!,2026-04-13 05:26:51,Chess.com,Google Play,en,us,2026-04-17 17:55:05
